ESO CLASS;FN FRAME;FN LU;PWN SS ID;;;;;;;;
Meeting;Social_event;feast;107449862;108253640;;;;;;;
Meeting;Social_event;festival;100517728;;;;;;;;
Meeting;Social_event;fete;100517728;107449862;;;;;;;
Meeting;Social_event;function ;107447261;108252467;;;;;;;
Meeting;Social_event;gala;100518669;;;;;;;;
Meeting;Social_event;get-together;108310389;;;;;;;;
Meeting;Social_event;host.v;201194418;;;;;;;;
Meeting;Social_event;jollification;100509846;;;;;;;;
Meeting;Social_event;meeting;101230965;;;;;;;;
Meeting;Social_event;party;108307589;;;;;;;;
Meeting;Social_event;picnic;108310389;;;;;;;;
Meeting;Social_event;rave;107449676;;;;;;;;
Meeting;Social_event;reception;108254331;;;;;;;;
Meeting;Social_event;shindig;108253045;;;;;;;;
Meeting;Social_event;social.n;108256369;;;;;;;;
Meeting;Social_event;soiree;108255231;;;;;;;;
Merging;Amalgamation;amalgamate;201462005;;;;;;;;
Merging;Amalgamation;band_together;202470685;;;;;;;;
Merging;Amalgamation;blend;201462468;200394813;;;;;;;
Merging;Amalgamation;coalesce;200394813;201461152;;;;;;;
Merging;Amalgamation;combination;100378985;;;;;;;;
Merging;Amalgamation;combine;200193486;200394813;201385170;201461328;;;;;
Merging;Amalgamation;come together;_;;;;;;;;
Merging;Amalgamation;commingle;200394813;201462806;;;;;;;
Merging;Amalgamation;consolidate;200242580;200242747;;;;;;;
Merging;Amalgamation;fuse;200394813;;;;;;;;
Merging;Amalgamation;intermix;201462468;;;;;;;;
Merging;Amalgamation;join;_;;;;;;;;
Merging;Amalgamation;jumble;_;;;;;;;;
Merging;Amalgamation;meld;200394813;;;;;;;;
Merging;Amalgamation;merge;200243124;200367685;200394813;;;;;;
Merging;Amalgamation;merger;101238424;107373602;;;;;;;
Merging;Amalgamation;mix.v;200394813;200184117;201462005;;;;;;
Merging;Amalgamation;unify;200243124;200367685;202603056;;;;;;
Merging;Amalgamation;unite;200243124;200367685;202603056;;;;;;
Merging;Cause_to_amalgamate;admix;200396703;;;;;;;;
Merging;Cause_to_amalgamate;amalgamate;201462005;;;;;;;;
Merging;Cause_to_amalgamate;blend;201462468;200394813;;;;;;;
Merging;Cause_to_amalgamate;bring together;201295275;201607072;;;;;;;
Merging;Cause_to_amalgamate;coalesce;200394813;201461152;;;;;;;
Merging;Cause_to_amalgamate;combination;100378985;;;;;;;;
Merging;Cause_to_amalgamate;combine;200193486;200394813;201385170;201461328;;;;;
Merging;Cause_to_amalgamate;commingle;200394813;201462806;;;;;;;
Merging;Cause_to_amalgamate;compound.v;200193486;201461328;201657828;;;;;;
Merging;Cause_to_amalgamate;conflate;200394813;;;;;;;;
Merging;Cause_to_amalgamate;consolidate;200242580;200242747;;;;;;;
Merging;Cause_to_amalgamate;flux.v;200394813;;;;;;;;
Merging;Cause_to_amalgamate;fold;200398138;;;;;;;;
Merging;Cause_to_amalgamate;fuse.v;200394813;;;;;;;;
Merging;Cause_to_amalgamate;intermix;201462468;;;;;;;;
Merging;Cause_to_amalgamate;join;201295275;;;;;;;;
Merging;Cause_to_amalgamate;jumble;_;;;;;;;;
Merging;Cause_to_amalgamate;lump;201385920;;;;;;;;
Merging;Cause_to_amalgamate;meld;200394813;;;;;;;;
Merging;Cause_to_amalgamate;merge;200243124;200367685;200394813;;;;;;
Merging;Cause_to_amalgamate;merger;101238424;107373602;;;;;;;
Merging;Cause_to_amalgamate;mix.v;200394813;200184117;201462005;;;;;;
Merging;Cause_to_amalgamate;pair;201292885;;;;;;;;
Merging;Cause_to_amalgamate;throw together;_;;;;;;;;
Merging;Cause_to_amalgamate;unify;200243124;200367685;202603056;;;;;;
Merging;Cause_to_amalgamate;unite;200243124;200367685;202603056;;;;;;
Motion;Motion;blow;202100632;;;;;;;;
Motion;Motion;circle.v;201911339;202044278;;;;;;;
Motion;Motion;coast.v;201886728;;;;;;;;
Motion;Motion;come.v;201839690;201849221;;;;;;;
Motion;Motion;drift.v;201576779;201874875;201881180;201902783;201903218;201925694;;;
Motion;Motion;float.v;201838651;201874568;201904293;;;;;;
Motion;Motion;fly.v;201451842;201840238;201842068;201847845;201940403;201941093;202075462;;
Motion;Motion;glide.v;201887576;201887901;201942347;;;;;;
Motion;Motion;go.v;201835496;201848718;;;;;;;
Motion;Motion;meander.v;_;;;;;;;;
Motion;Motion;move.v;201835496;201850315;201855606;;;;;;
Motion;Motion;roll.v;201866192;201881180;201887020;;;;;;
Motion;Motion;slide.v;201886488;202090990;;;;;;;
Motion;Motion;snake.v;201883210;201888165;;;;;;;
Motion;Motion;soar.v;201942959;201943338;201955808;;;;;;
Motion;Motion;spiral.v;202049190;202049561;;;;;;;
Motion;Motion;swerve.v;202033295;;;;;;;;
Motion;Motion;swing.v;201877355;;;;;;;;
Motion;Motion;travel.v;201835496;201841079;201843055;201845720;201846916;202102002;;;
Motion;Motion;undulate.v;_;;;;;;;;
Motion;Motion;weave.v;201868258;;;;;;;;
Motion;Motion;wind.v;201455184;;;;;;;;
Motion;Motion;zigzag.v;_;;;;;;;;
Paying;Commerce_pay;disburse;202301502;;;;;;;;
Paying;Commerce_pay;disbursement;101122149;;;;;;;;
Paying;Commerce_pay;pay;202344243;202253456;202253154;202252931;202251743;;;;
Paying;Commerce_pay;payment;101120448;;;;;;;;
Paying;Commerce_pay;shell out;_;;;;;;;;
Placing;Placing;archive.v;201384638;;;;;;;;
Placing;Placing;arrange.v;201463963;;;;;;;;
Placing;Placing;bag.v;201485839;;;;;;;;
Placing;Placing;bestow.v;_;;;;;;;;
Placing;Placing;billet.v;_;;;;;;;;
Placing;Placing;bin.v;201493142;;;;;;;;
Placing;Placing;bottle.v;201502279;202283080;;;;;;;
Placing;Placing;box.v;201485158;;;;;;;;
Placing;Placing;brush.v;_;;;;;;;;
Placing;Placing;cage.v;202496036;;;;;;;;
Placing;Placing;cram;201612295;;;;;;;;
Placing;Placing;crate;201486678;;;;;;;;
Placing;Placing;dab;_;;;;;;;;
Placing;Placing;daub;_;;;;;;;;
Placing;Placing;deposit;201575675;;;;;;;;
Placing;Placing;drape;201543000;;;;;;;;
Placing;Placing;drizzle;_;;;;;;;;
Placing;Placing;dust;_;;;;;;;;
Placing;Placing;embed;201528821;;;;;;;;
Placing;Placing;emplace;201496630;201496843;;;;;;;
Placing;Placing;enclose;200187526;;;;;;;;
Placing;Placing;file;201001643;;;;;;;;
Placing;Placing;gag;_;;;;;;;;
Placing;Placing;garage;202282946;;;;;;;;
Placing;Placing;hang;201481360;;;;;;;;
Placing;Placing;heap;200453424;201503404;;;;;;;
Placing;Placing;immerse;201577635;;;;;;;;
Placing;Placing;implant;201528821;;;;;;;;
Placing;Placing;implanted.a;_;;;;;;;;
Placing;Placing;inject;201585523;200086320;201199213;;;;;;
Placing;Placing;insert;200187526;201025602;201389776;201421622;;;;;
Placing;Placing;insertion.n;100320852;;;;;;;;
Placing;Placing;jam;_;;;;;;;;
Placing;Placing;lay;_;;;;;;;;
Placing;Placing;lean;201606574;;;;;;;;
Placing;Placing;load;201489989;201612084;202231910;;;;;;
Placing;Placing;lodge;_;;;;;;;;
Placing;Placing;pack;201482449;201483131;;;;;;;
Placing;Placing;package;201485158;;;;;;;;
Placing;Placing;park;201493380;201934427;;;;;;;
Placing;Placing;perch;201611240;;;;;;;;
Placing;Placing;pile;201503404;;;;;;;;
Placing;Placing;place;201494310;202333689;;;;;;;
Placing;Placing;placement;101051331;;;;;;;;
Placing;Placing;plant;201371201;201528821;201567275;202322810;;;;;
Placing;Placing;plunge;201577635;;;;;;;;
Placing;Placing;pocket;202278592;;;;;;;;
Placing;Placing;position;201494310;201987160;;;;;;;
Placing;Placing;pot;201529491;;;;;;;;
Placing;Placing;put;201494310;;;;;;;;
Placing;Placing;rest;201502946;201610101;;;;;;;
Placing;Placing;rub;_;;;;;;;;
Placing;Placing;set;201494310;;;;;;;;
Placing;Placing;sheathe;201578714;;;;;;;;
Placing;Placing;shelve;201497750;;;;;;;;
Placing;Placing;shoulder;_;;;;;;;;
Placing;Placing;shower;_;;;;;;;;
Placing;Placing;sit;_;;;;;;;;
Placing;Placing;situate;201575675;;;;;;;;
Placing;Placing;smear;_;;;;;;;;
Placing;Placing;sow;201501347;201500873;;;;;;;
Placing;Placing;stable;202459915;;;;;;;;
Placing;Placing;stand;201546768;;;;;;;;
Placing;Placing;stash;_;;;;;;;;
Placing;Placing;station;201088923;;;;;;;;
Placing;Placing;stick ;_;;;;;;;;
Placing;Placing;stow;201493234;;;;;;;;
Placing;Placing;stuff;201524871;;;;;;;;
Placing;Placing;tuck;201389776;;;;;;;;
Placing;Placing;warehouse;_;;;;;;;;
Placing;Placing;wrap;_;;;;;;;;
Removing;Removing;amputate;201254692;;;;;;;;
Removing;Removing;clear;200178235;200181664;200195342;200195617;200450565;200450691;200450863;;
Removing;Removing;confiscate;202273293;;;;;;;;
Removing;Removing;cut ;200061219;200473322;201320424;;;;;;
Removing;Removing;discard;202222318;;;;;;;;
Removing;Removing;disgorge;_;;;;;;;;
Removing;Removing;dislodge;201527508;201528522;;;;;;;
Removing;Removing;drain;200451648;;;;;;;;
Removing;Removing;dust;_;;;;;;;;
Removing;Removing;eject;201468576;;;;;;;;
Removing;Removing;ejection.n;100206927;;;;;;;;
Removing;Removing;eliminate;202629256;;;;;;;;
Removing;Removing;elimination.n;100395333;;;;;;;;
Removing;Removing;empty;200449692;201488313;;;;;;;
Removing;Removing;evacuate;200449295;;;;;;;;
Removing;Removing;evacuation;202014024;;;;;;;;
Removing;Removing;evict;201468058;201468327;;;;;;;
Removing;Removing;eviction;101194904;;;;;;;;
Removing;Removing;excise;200472871;;;;;;;;
Removing;Removing;expel;202401809;202501738;;;;;;;
Removing;Removing;expulsion;100206927;;;;;;;;
Removing;Removing;expunge;_;;;;;;;;
Removing;Removing;expurgate;200201034;;;;;;;;
Removing;Removing;extract;201351170;;;;;;;;
Removing;Removing;extraction;100392950;;;;;;;;
Removing;Removing;file;_;;;;;;;;
Removing;Removing;flush;_;;;;;;;;
Removing;Removing;oust;202401809;;;;;;;;
Removing;Removing;pluck;201384275;201592456;;;;;;;
Removing;Removing;prise;_;;;;;;;;
Removing;Removing;purge.n;100216834;;;;;;;;
Removing;Removing;purge.v;_;;;;;;;;
Removing;Removing;removal;100216723;100391599;;;;;;;
Removing;Removing;remove;200173338;202086458;202224055;202404904;;;;;
Removing;Removing;rinse;_;;;;;;;;
Removing;Removing;rip;_;;;;;;;;
Removing;Removing;roust;_;;;;;;;;
Removing;Removing;scrape;_;;;;;;;;
Removing;Removing;shave;200037298;;;;;;;;
Removing;Removing;skim;201261018;;;;;;;;
Removing;Removing;snatch;201471043;;;;;;;;
Removing;Removing;strip;200177243;200194534;200194696;200194812;200194912;200488617;201263479;201263659;202314275
Removing;Removing;swipe;_;;;;;;;;
Removing;Removing;take;200173338;;;;;;;;
Removing;Removing;tear;201384275;;;;;;;;
Removing;Removing;unload;201488123;;;;;;;;
Removing;Removing;wash;200557686;;;;;;;;
Removing;Removing;weed;200313171;;;;;;;;
Removing;Removing;withdraw;200173338;202311387;202312478;;;;;;
Removing;Removing;withdrawal;101262713;101262868;;;;;;;
Renting;Renting;charter.v;202460619;;;;;;;;
Renting;Renting;hire;202460619;202208537;;;;;;;
Renting;Renting;lease;202208537;;;;;;;;
Renting;Renting;rent;202208537;;;;;;;;
RentingOut;Renting_out;lease.v;202208903;202460199;;;;;;;
RentingOut;Renting_out;rent.v;202208903;;;;;;;;
Replacing;Replacing;change.v;200161225;200163251;;;;;;;
Replacing;Replacing;exchange.v;200161225;202257767;202393489;;;;;;
Replacing;Replacing;replace;200162688;202257767;202405390;;;;;;
Replacing;Replacing;replacement;100197772;107443761;;;;;;;
Replacing;Replacing;substitute;202257767;202394662;;;;;;;
Replacing;Replacing;substitution;100196485;107443761;;;;;;;
Replacing;Replacing;swap out;_;;;;;;;;
Replacing;Replacing;switch;_;;;;;;;;
Replacing;Change_of_leadership;appoint;202475922;202396205;;;;;;;
Replacing;Change_of_leadership;coronate;202390949;;;;;;;;
Replacing;Change_of_leadership;coup.n;101145015;;;;;;;;
Replacing;Change_of_leadership;crown;202390949;;;;;;;;
Replacing;Change_of_leadership;depose;202405252;;;;;;;;
Replacing;Change_of_leadership;dethrone;202391453;;;;;;;;
Replacing;Change_of_leadership;elect;202400760;;;;;;;;
Replacing;Change_of_leadership;election;100181781;113926329;;;;;;;
Replacing;Change_of_leadership;enthrone;202386388;202391193;;;;;;;
Replacing;Change_of_leadership;install;202384041;;;;;;;;
Replacing;Change_of_leadership;insurrection;100962129;;;;;;;;
Replacing;Change_of_leadership;mutiny.v;202583958;;;;;;;;
Replacing;Change_of_leadership;mutiny.n;100963896;;;;;;;;
Replacing;Change_of_leadership;oust.v;202401809;;;;;;;;
Replacing;Change_of_leadership;overthrow.v;202402409;;;;;;;;
Replacing;Change_of_leadership;overthrow.n;100215683;;;;;;;;
Replacing;Change_of_leadership;rebellion;100962129;;;;;;;;
Replacing;Change_of_leadership;revolt.v;202583780;;;;;;;;
Replacing;Change_of_leadership;revolt.n;100962129;;;;;;;;
Replacing;Change_of_leadership;revolution;100962722;;;;;;;;
Replacing;Change_of_leadership;*revolutionary;110527334;;;;;;;;
Replacing;Change_of_leadership;rising.n;100962129;;;;;;;;
Replacing;Change_of_leadership;take over.v;202381726;202412175;;;;;;;
Replacing;Change_of_leadership;throne.v;202391193;;;;;;;;
Replacing;Change_of_leadership;topple;_;;;;;;;;
Replacing;Change_of_leadership;uprising;100962129;;;;;;;;
Replacing;Change_of_leadership;vest;202386388;;;;;;;;
Replacing;Take_place_of;do duty;_;;;;;;;;
Replacing;Take_place_of;replace;202405390;;;;;;;;
Replacing;Take_place_of;replacement;_;;;;;;;;
Replacing;Take_place_of;substitute;_;;;;;;;;
Replacing;Take_place_of;succeed;202406585;;;;;;;;
Replacing;Take_place_of;succession;_;;;;;;;;
Replacing;Take_place_of;take place;_;;;;;;;;
Selling;Commerce_sell;auction.n;100092366;;;;;;;;
Selling;Commerce_sell;auction.v;202244773;;;;;;;;
Selling;Commerce_sell;retail;101114458;;;;;;;;
Selling;Commerce_sell;sale;101114824;101117541;101117723;;;;;;
Selling;Commerce_sell;sell;202242464;202244956;202727883;;;;;;
Selling;Commerce_sell;vend;202302817;;;;;;;;
Separating;Separating;bisect;201550817;;;;;;;;
Separating;Separating;divide;201556921;201557774;202031158;202467662;;;;;
Separating;Separating;part;201556921;201557774;202431320;;;;;;
Separating;Separating;partition.v;200332835;201563724;;;;;;;
Separating;Separating;partition.n;100397953;;;;;;;;
Separating;Separating;section.v;201563005;;;;;;;;
Separating;Separating;segment.v;201558440;201563005;;;;;;;
Separating;Separating;segregate;200494613;201558218;;;;;;;
Separating;Separating;separate;200334186;201458973;201556921;201557774;202031158;202431320;202467662;;
Separating;Separating;sever;201560731;;;;;;;;
Separating;Separating;split;201556572;202431320;202467662;;;;;;
Separating;Becoming_separated;divide;201557774;;;;;;;;
Separating;Becoming_separated;split;_;;;;;;;;
Separating;Becoming_separated;separate;200334186;;;;;;;;
StartingAnActivity;Activity_start;begin.v;200345761;200348746;;;;;;;
StartingAnActivity;Activity_start;*beginner;;;;;;;;;
StartingAnActivity;Activity_start;commence;200345761;200348746;;;;;;;
StartingAnActivity;Activity_start;enter;200348252;;;;;;;;
StartingAnActivity;Activity_start;get started;200348541;;;;;;;;
StartingAnActivity;Activity_start;initiate;201628449;;;;;;;;
StartingAnActivity;Activity_start;launch;200347918;;;;;;;;
StartingAnActivity;Activity_start;*neophyte;;;;;;;;;
StartingAnActivity;Activity_start;open.v;202426171;;;;;;;;
StartingAnActivity;Activity_start;set about.v;200345761;;;;;;;;
StartingAnActivity;Activity_start;start.v;200345761;200348746;201628449;;;;;;
StartingAnActivity;Activity_start;strike up.v;201642311;;;;;;;;
StartingAnActivity;Activity_start;swing (into);_;;;;;;;;
StartingAnActivity;Activity_start;take up.v;_;;;;;;;;
Stealing;Theft;abstract.v;202276866;;;;;;;;
Stealing;Theft;abstraction;100392848;;;;;;;;
Stealing;Theft;bag.v;202292432;;;;;;;;
Stealing;Theft;cop.v;202322230;;;;;;;;
Stealing;Theft;*cutpurse.n;110431907;;;;;;;;
Stealing;Theft;embezzle.v;202292535;;;;;;;;
Stealing;Theft;embezzlement.n;100776732;;;;;;;;
Stealing;Theft;*embezzler.n;110051337;;;;;;;;
Stealing;Theft;filch.v;202276866;;;;;;;;
Stealing;Theft;flog.v;_;;;;;;;;
Stealing;Theft;heist.n;100783063;100781912;;;;;;;
Stealing;Theft;*kleptomaniac.n;110237799;;;;;;;;
Stealing;Theft;larceny.n;100780889;;;;;;;;
Stealing;Theft;lift.v;202276866;;;;;;;;
Stealing;Theft;light-fingered.a;_;;;;;;;;
Stealing;Theft;misappropriate.v;202292535;;;;;;;;
Stealing;Theft;misappropriation.n;100776732;;;;;;;;
Stealing;Theft;nick.v;_;;;;;;;;
Stealing;Theft;peculation.n;100776732;;;;;;;;
Stealing;Theft;*pickpocket.n;110431907;;;;;;;;
Stealing;Theft;pickpocket.v;_;;;;;;;;
Stealing;Theft;pilver.v;202276866;;;;;;;;
Stealing;Theft;pilferage.n;100781355;;;;;;;;
Stealing;Theft;*pilferer.n;110616204;;;;;;;;
Stealing;Theft;pilfering.n;_;;;;;;;;
Stealing;Theft;pinch.v;202276866;;;;;;;;
Stealing;Theft;purloin.v;202276866;;;;;;;;
Stealing;Theft;rustle.v;202277138;;;;;;;;
Stealing;Theft;shoplift.v;202277303;;;;;;;;
Stealing;Theft;*shoplifter.n;109866661;;;;;;;;
Stealing;Theft;shoplifting.n;100781480;;;;;;;;
Stealing;Theft;snatch.n;100775702;;;;;;;;
Stealing;Theft;snatch.v;201471043;;;;;;;;
Stealing;Theft;*snatcher.n;110230801;110615929;;;;;;;
Stealing;Theft;snitch.v;202322230;;;;;;;;
Stealing;Theft;steal.v;202321757;;;;;;;;
Stealing;Theft;*stealer.n;110707804;;;;;;;;
Stealing;Theft;stealing.n;100780889;;;;;;;;
Stealing;Theft;stolen.a;_;;;;;;;;
Stealing;Theft;swipe.v;202276866;;;;;;;;
Stealing;Theft;theft.n;100780889;;;;;;;;
Stealing;Theft;*thief.n;110707804;;;;;;;;
Stealing;Theft;thieve.v;202322230;;;;;;;;
Stealing;Theft;thieving.a;_;;;;;;;;
Stealing;Theft;thieving.n;100780889;;;;;;;;
StoppingAnActivity;Activity_stop;abandon;_;;;;;;;;
StoppingAnActivity;Activity_stop;cease;202680814;;;;;;;;
StoppingAnActivity;Activity_stop;discontinue;200362348;202680814;;;;;;;
StoppingAnActivity;Activity_stop;halt;202559752;;;;;;;;
StoppingAnActivity;Activity_stop;quit;202680814;;;;;;;;
StoppingAnActivity;Activity_stop;stop;200362348;202559752;202680814;;;;;;
StoppingAnActivity;Activity_stop;terminate;_;;;;;;;;
Taking;Taking;commandeer.v;201471825;;;;;;;;
Taking;Taking;grab;202304648;202358217;;;;;;;
Taking;Taking;seize;201213614;202272549;202273293;202274482;;;;;
Taking;Taking;seizure.n;100085219;100088481;100775286;;;;;;
Taking;Taking;take.v;201214265;202205272;202206619;;;;;;
Translocation;Ride_vehicle;bus.v;201949110;201950128;;;;;;;
Translocation;Ride_vehicle;coast.v;_;;;;;;;;
Translocation;Ride_vehicle;cruise.n;100312932;;;;;;;;
Translocation;Ride_vehicle;cruise.v;201844653;201931566;;;;;;;
Translocation;Ride_vehicle;flight.n;100301192;;;;;;;;
Translocation;Ride_vehicle;fly.v;201941093;201940403;201847845;201840238;;;;;
Translocation;Ride_vehicle;hitchhike.v;201956955;;;;;;;;
Translocation;Ride_vehicle;jet.v;201942234;;;;;;;;
Translocation;Ride_vehicle;ride.n;100307631;;;;;;;;
Translocation;Ride_vehicle;sail.v;201846320;201846658;;;;;;;
Translocation;Ride_vehicle;take.v;201842690;201930482;;;;;;;
Translocation;Ride_vehicle;taxi.v;201949007;;;;;;;;
Translocation;Operate_vehicle;balloon.v;201948659;;;;;;;;
Translocation;Operate_vehicle;bicycle.v;201935476;;;;;;;;
Translocation;Operate_vehicle;bike.v;201935476;;;;;;;;
Translocation;Operate_vehicle;boat.v;201944692;;;;;;;;
Translocation;Operate_vehicle;canoe.v;201947543;;;;;;;;
Translocation;Operate_vehicle;caravan.v;201949333;;;;;;;;
Translocation;Operate_vehicle;cruise.v;201844653;;;;;;;;
Translocation;Operate_vehicle;cycle.v;201931566;;;;;;;;
Translocation;Operate_vehicle;drive.v;201930117;201930482;201930874;202408281;;;;;
Translocation;Operate_vehicle;fly.v;201840238;201940403;201941093;201847845;;;;;
Translocation;Operate_vehicle;motor.v;201930117;;;;;;;;
Translocation;Operate_vehicle;paddle.v;201947887;;;;;;;;
Translocation;Operate_vehicle;parachute.v;201968275;;;;;;;;
Translocation;Operate_vehicle;pedal.v;201935476;;;;;;;;
Translocation;Operate_vehicle;punt.v;201372189;;;;;;;;
Translocation;Operate_vehicle;raft.v;201842508;;;;;;;;
Translocation;Operate_vehicle;ride.v;202102398;201957529;;;;;;;
Translocation;Operate_vehicle;row.v;201946996;;;;;;;;
Translocation;Operate_vehicle;sail.v;201846320;201846658;;;;;;;
Translocation;Operate_vehicle;skate.v;201936753;;;;;;;;
Translocation;Operate_vehicle;sledge.v;201846099;;;;;;;;
Translocation;Operate_vehicle;tack.v;_;;;;;;;;
Translocation;Operate_vehicle;taxi.v;201949007;;;;;;;;
Translocation;Operate_vehicle;toboggan.v;201940034;;;;;;;;
Translocation;Travel;commute.v;202061846;;;;;;;;
Translocation;Travel;excursion;100311809;100310201;;;;;;;
Translocation;Travel;expedition;100309647;100311809;;;;;;;
Translocation;Travel;getaway.n;_;;;;;;;;
Translocation;Travel;jaunt.n;100311809;;;;;;;;
Translocation;Travel;journey.n;100306426;;;;;;;;
Translocation;Travel;journey.v;201845720;201846916;;;;;;;
Translocation;Travel;junket.n;100308681;100311809;;;;;;;
Translocation;Travel;odyssey.n;100308279;;;;;;;;
Translocation;Travel;peregrination.n;100296478;;;;;;;;
Translocation;Travel;pilgrimage.n;100311687;;;;;;;;
Translocation;Travel;safari.n;100309906;;;;;;;;
Translocation;Travel;tour.n;100310666;;;;;;;;
Translocation;Travel;tour.v;201845229;;;;;;;;
Translocation;Travel;travel.n;100295701;;;;;;;;
Translocation;Travel;travel.v;201843055;201845720;;;;;;;
Translocation;Travel;*traveler;109629752;;;;;;;;
Translocation;Travel;trip.n;100308370;;;;;;;;
Translocation;Travel;voyage.n;100312553;;;;;;;;
Translocation;Travel;voyage.v;_;;;;;;;;
Translocation;Traversing;ascend.v;201969216;;;;;;;;
Translocation;Traversing;ascent.n;100324384;107445480;;;;;;;
Translocation;Traversing;circle.v;201911339;202044278;;;;;;;
Translocation;Traversing;crisscross.v;201913237;;;;;;;;
Translocation;Traversing;cross.v;201912159;;;;;;;;
Translocation;Traversing;descend.v;_;;;;;;;;
Translocation;Traversing;descent.n;100326440;107363346;;;;;;;
Translocation;Traversing;hop.v;202095060;202095211;;;;;;;
Translocation;Traversing;jump.v;201963942;202105082;201968275;;;;;;
Translocation;Traversing;leap.v;201963942;202105082;;;;;;;
Translocation;Traversing;mount.v;201921964;;;;;;;;
Translocation;Traversing;pass.v;202049696;202050132;202051694;;;;;;
Translocation;Traversing;skirt.v;202052090;;;;;;;;
Translocation;Traversing;traverse.v;201912159;;;;;;;;
Translocation;Intentional_traversing;ascend.v;201969216;;;;;;;;
Translocation;Intentional_traversing;climb.v;201921964;;;;;;;;
Translocation;Intentional_traversing;cut.v;201915865;;;;;;;;
Translocation;Intentional_traversing;ford.v;201913849;;;;;;;;
Translocation;Cause_motion;attract.v;_;;;;;;;;
Translocation;Cause_motion;cast.v;201507143;;;;;;;;
Translocation;Cause_motion;catapult.v;201515566;;;;;;;;
Translocation;Cause_motion;chuck.v;201514525;;;;;;;;
Translocation;Cause_motion;drag.v;201454810;202101789;;;;;;;
Translocation;Cause_motion;draw.v;201243148;201448100;201995211;202103162;;;;;
Translocation;Cause_motion;drive.v;201142490;201407722;201509584;201939553;202056971;;;;
Translocation;Cause_motion;drop.v;201258302;201611516;201977701;;;;;;
Translocation;Cause_motion;fling.v;201512465;202222318;;;;;;;
Translocation;Cause_motion;force.v;201448100;201871979;;;;;;;
Translocation;Cause_motion;haul.v;201454810;;;;;;;;
Translocation;Cause_motion;hit.v;201405044;;;;;;;;
Translocation;Cause_motion;hurl.v;201507143;;;;;;;;
Translocation;Cause_motion;jerk.v;201591158;201592072;;;;;;;
Translocation;Cause_motion;knock.v;201238640;;;;;;;;
Translocation;Cause_motion;launch.v;201514655;;;;;;;;
Translocation;Cause_motion;move.v;201850315;;;;;;;;
Translocation;Cause_motion;nudge.v;201231252;;;;;;;;
Translocation;Cause_motion;pitch.v;201402637;201509079;201512625;;;;;;
Translocation;Cause_motion;press.v;_;;;;;;;;
Translocation;Cause_motion;propel.v;201511706;;;;;;;;
Translocation;Cause_motion;pull.v;200571596;201351170;201407059;201448100;201609287;201995211;202103162;;
Translocation;Cause_motion;punt.v;201372408;;;;;;;;
Translocation;Cause_motion;push.v;201871979;;;;;;;;
Translocation;Cause_motion;rake.v;_;;;;;;;;
Translocation;Cause_motion;roll.v;201866610;;;;;;;;
Translocation;Cause_motion;run.v;202092309;;;;;;;;
Translocation;Cause_motion;scoot.v;_;;;;;;;;
Translocation;Cause_motion;shove.v;202094569;;;;;;;;
Translocation;Cause_motion;slam.v;201242391;201242689;;;;;;;
Translocation;Cause_motion;slide.v;202090990;;;;;;;;
Translocation;Cause_motion;stick.v;_;;;;;;;;
Translocation;Cause_motion;throw.v;201508368;;;;;;;;
Translocation;Cause_motion;thrust.v;201899262;;;;;;;;
Translocation;Cause_motion;toss.v;201512625;201514525;;;;;;;
Translocation;Cause_motion;transfer.v;202012344;202086458;;;;;;;
Translocation;Cause_motion;tug.v;201453109;;;;;;;;
Translocation;Cause_motion;yank.v;201592072;;;;;;;;
Translocation;Cotheme;accompany;202025550;;;;;;;;
Translocation;Cotheme;chase;202001858;;;;;;;;
Translocation;Cotheme;conduct;201999798;;;;;;;;
Translocation;Cotheme;dog steps.v;_;;;;;;;;
Translocation;Cotheme;dog;202001858;;;;;;;;
Translocation;Cotheme;escort;202025829;202026086;;;;;;;
Translocation;Cotheme;follow;201998432;202000868;202198602;;;;;;
Translocation;Cotheme;guide;201999798;;;;;;;;
Translocation;Cotheme;guided.a;301428972;;;;;;;;
Translocation;Cotheme;hound.v;202003601;;;;;;;;
Translocation;Cotheme;lead the way;_;;;;;;;;
Translocation;Cotheme;lead ;201999218;201999423;201999798;;;;;;
Translocation;Cotheme;pursue;202000868;;;;;;;;
Translocation;Cotheme;*pursuer.n;110494935;;;;;;;;
Translocation;Cotheme;pursuit.n;100319939;;;;;;;;
Translocation;Cotheme;shadow.v;202001461;;;;;;;;
Translocation;Cotheme;shepherd.v;202550044;;;;;;;;
Translocation;Cotheme;show;202000547;;;;;;;;
Translocation;Cotheme;stalk;202004009;;;;;;;;
Translocation;Cotheme;tag along;_;;;;;;;;
Translocation;Cotheme;tail;202001858;;;;;;;;
Translocation;Cotheme;track;202001858;;;;;;;;
Translocation;Cotheme;trail;202001858;202059916;;;;;;;
Translocation;Cotheme;usher;202000547;;;;;;;;
Translocation;Cotheme;walk;201907076;;;;;;;;
Translocation;Self_motion;advance;201992503;;;;;;;;
Translocation;Self_motion;amble;201918183;;;;;;;;
Translocation;Self_motion;back;201997119;;;;;;;;
Translocation;Self_motion;barge;201996574;;;;;;;;
Translocation;Self_motion;bop;201895263;;;;;;;;
Translocation;Self_motion;bound;_;;;;;;;;
Translocation;Self_motion;burrow;202042067;;;;;;;;
Translocation;Self_motion;bustle;202058191;;;;;;;;
